geoid,latitude,longitude
,31.80016389456567,-85.57256074188696
,31.85276360922649,-85.15821177347388
,31.912310753163222,-85.16939873506237
,31.942570499639604,-85.26261511952147
,31.877469935796586,-85.26624348909291
,32.04077043311423,-85.23999875854369
,31.67312086741439,-85.56810832154692
,31.92040287584382,-85.45375899131784
,31.773632044483175,-85.28557569954421
,33.30471419319084,-85.87714351720254
,33.18993529851032,-86.0208834047608
,33.394181692482526,-85.77293312347163
,33.18511017341168,-85.76585163951466
,32.08013578020835,-87.94482508228016
,32.30400975498913,-87.60392949971919
,32.27686516991145,-87.80954368609487
,32.059322135433,-87.72694212396694
,32.40800017575216,-87.91811542246334
,32.48409922882937,-87.78101556933856
,31.25319553454714,-85.4134189880204
,31.27550414901868,-85.43483237615565
,31.190665578048954,-85.39499858556152
,31.20800514028493,-85.41212307671928
,31.208351584000994,-85.37543859140291
,31.277143355907256,-85.38413832032245
,31.228285354213803,-85.59615916713861
,31.235797522809484,-85.41970836733888
,31.231428078276885,-85.35562971595037
,31.21532840338441,-85.39282084553803
,31.222062661146737,-85.46389931754423
,31.220082194821657,-85.41934111486151
,31.0771093957345,-85.1158895194532
,31.178485186417358,-85.35859248092005
,31.16578400985481,-85.4269752481839
,31.25534571554683,-85.46145610298758
,31.228096096548054,-85.39903942479323
,31.270119727423147,-85.27608646977399
,31.247598775057206,-85.1477460083179
,31.070241899724284,-85.29998196831068
,31.073491022494917,-85.42923419167347
,31.16586626128724,-85.24569765574311
,33.84913923650411,-87.4353739546451
,33.905265563358476,-87.14767907427157
,33.71266104702072,-87.26632347479513
,33.67075515545274,-87.36659052040444
,33.94939999634599,-87.46308690622774
,33.952916255634285,-87.30428867921613
,33.864080150745885,-87.19471197366848
,33.81058906356777,-87.18374811884932
,33.81347231517792,-87.24309622645457
,33.872472576820044,-87.2554902257504
,33.87658903006741,-87.30465988099985
,33.808204402500415,-87.3194982296571
,33.646275025665936,-87.140957309723
,33.84155248067863,-87.01937848324805
,33.78336331828576,-87.05478014151466
,33.73864980675232,-87.10291502420905
,33.72381704354271,-87.18731410162692
,33.929340756768056,-87.58075681418997
,33.393587171171674,-86.81477675143817
,33.40197792125926,-86.85034275028191
,33.381495576851144,-86.8546724413027
,33.45450269201462,-86.79660040466462
,33.43514466965874,-86.79934274707425
,33.46663810573616,-87.06249262783668
,33.4141272545341,-87.03988212276577
,33.6294788563414,-86.71800824804914
,33.65046257328976,-86.57814320997167
,33.686288226118215,-86.5799593292235
,33.35422735340446,-86.99511436264308
,33.66892979371525,-86.70415115380914
,33.629368317743456,-86.64583402522925
,33.48894708161854,-86.76309187143025
,33.476212847106204,-86.77886527849905
,33.399756751653946,-86.77030938232339
,33.43281200834653,-86.82137097767021
,33.380774113283614,-86.97865702856504
,33.74277913791966,-86.64923275252887
,33.39835300173033,-86.79803855549113
,34.848091129834046,-87.47048096229125
,34.935736498127916,-87.63875651543813
,34.96375619183375,-87.51297943553735
,34.94491466696536,-88.01544899505477
,34.91949098414109,-87.28297179197418
,34.816747913764864,-87.81230546933942
,34.9200441944187,-87.391762362403
,34.82998946172147,-87.68186071771625
,34.80899656490926,-87.64829789455787
,34.811012667247056,-87.67203947514584
,34.81722542463926,-87.69885998207103
,34.8497488550489,-87.61354845249879
,34.85508857650378,-87.68412708329156
,33.616721631218105,-86.62693363105504
,33.47249664381364,-86.83469883498543
,33.493582404290095,-86.80092946030165
,33.497159564539025,-86.79174406675493
,33.482028959900916,-86.98625120686019
,33.504614297584475,-86.96130267777679
,33.48571488487528,-86.832781746718
,33.611927524657126,-86.72080889573003
,33.614611130373504,-86.66901156974372
